name,values,label
terminalAddress,"WEEHAWKEN FERRY DOCK, BATTERY PARK PIER, LIBERTY STATE PARK TERM",address
pierLocation,"ATLANTIC AVE PIER 6, SUNSET PARK FERRY PIER, BAY RIDGE TERMINAL",address
departurePoint,"HOBOKEN SOUTH DOCK, GOVERNORS ISLAND PIER, FULTON FERRY LANDING",address
X_St_1,"SOUTH 42ND ST, MADISON AVE, EAST 59TH PL",address
Intx_St_1,"ATLANTIC AVE, WEST HOUSTON ST, KINGS HWY",address
Cr_Str_1,"FLATBUSH AVE, NORTH 6TH ST, BROADWAY",address
Street Address Number,"515, 1820, 4401, 730, 9288",address
Property Identification Number,"3350, 298, 7111, 501, 6423",address
Civic Address Number,"1999, 840, 2500, 3121, 608",address
Trmnl_Addr,"SUNSET PARK PIER 6, W 42ND ST FERRY TRML, BATTERY PARK CITY TERM",address
Ferry_Loc,"GOVERNORS ISL FERRY, DUMBO/BKLN BRG PIER, S WILLIAMSBURG LANDING",address
Term_Loc,"MIDTOWN WEST PIER 79, RED HOOK ATLANTIC BASIN, LOWER E SIDE FERRY",address
intersectingStreetOne,"BROADWAY, EAST 14TH ST, JAMAICA AVE, NORTHERN BLVD",address
primaryCrossStreet,"WEST 4TH ST, FLATBUSH AVE EXT, MYRTLE AVE, KINGS HWY",address
adjacentRoadway,"UNION TPKE, SOUTH OXFORD ST, CHURCH AVE, LINDEN BLVD",address
houseNumber,"521, 1450, 3089",address
streetNumber,"22, 987, 4511",address
propertyIdentifier,"6023, 8110, 2745",address
terminalAddress,"SOUTH FERRY TERMINAL, PIER 11 WALL ST, GOVERNORS ISLAND FERRY",address
departureLocation,"W 39TH ST FERRY DOCK, STATEN ISLAND FERRY HALL, BROOKLYN BRIDGE PARK PIER 6",address
transportHub,"BATTERY MARITIME BUILDING, LIBERTY LANDING FERRY, ATLANTIC AVE FERRY PIER",address
Crss_St_1,"EAST 14TH ST, BROADWAY, ATLANTIC AVE",address
X_St1,"SOUTH 5TH PL, CENTRAL PARK S, WEST HOUston ST",address
St_Cross1,"FLATBUSH AVE, EAST 98TH ST, LEXINGTON AVE",address
Street Address Number,"1501, 890, 3210, 5678, 2244",address
Physical Address Identifier,"620, 4114, 1899, 3050, 975",address
Property Street Number,"7330, 1205, 4982, 515, 6001",address
departurePointAddress,"HOBOKEN FERRY TERMINAL, BATTERY PARK CITY PIER, WEEHAWKEN PORT IMPERIAL, PIER 11 WALL ST",address
transportHubLocation,"BROOKLYN ARMY TERMINAL, MIDTOWN WEST FERRY PORT, LIBERTY LANDING MARINA, SUNSET PARK PIER 4",address
pierLandingName,"DUMBO FULTON FERRY LANDING, GOVERNORS ISLAND YANKEE PIER, N WILLIAMSBURG FERRY STOP, ATLANTIC AVE PIER 6",address
primary_intersecting_street,"ATLANTIC AVE, NORTH BEACON ST, WEST 42ND ST, SOUTH CONGRESS AVE",address
first_cross_street,"MARKET ST, SUNSET BLVD, EAST 9TH ST, MEMORIAL DR",address
junction_road_one,"PENNSYLVANIA AVE, NORTH CLARK ST, PEACHTREE ST, WESTHEIMER RD",address
Bldg_Num,"5150, 2301, 884",address
Bld_No,"3321, 789, 4505",address
Bldng_Nbr,"602, 1999, 5280",address
ferry_landing_point,"BROOKLYN BRIDGE PARK PIER, HUNTERS POINT SOUTH LANDING, GOVERNORS ISLAND FERRY, EAST 90TH ST FERRY POINT",address
destination_port,"PORT LIBERTE FERRY DOCK, BATTERY MARITIME BUILDING, SOUTH WILLIAMSBURG PORT, BELFORD HARBOR WAY",address
pier_location_name,"PIER 11 WALL ST, RED HOOK ATLANTIC BASIN, SOUNDVIEW FERRY PIER, BAY RIDGE PIER 4",address
Primary Intersecting Street,"NORTHERN BLVD, EAST 57TH STREET, SUNSET BOULEVARD",address
First Adjoining Road,"MARTIN LUTHER KING JR DR, SOUTH OCEAN DRIVE, GRAND CONCOURSE",address
Nearest Cross-Street Name,"ATLANTIC AVENUE, WEST HOUSTON STREET, FLATBUSH AVENUE EXTENSION",address
street_number,"2048, 512, 3301",address
house_number,"99, 1420, 6754",address
address_number,"750, 1821, 4096",address
Trmnl_Addr,"W 42ND ST BUS TRMNL, JFK AIRPORT TRMNL 4, SOUTH FERRY TRMNL 1, HOBOKEN NJ TRANSIT TRMNL, BATTERY PARK CITY FERRY",address
Dest_Pt,"SUNSET PARK FERRY DEST PT, LAGUARDIA MARINE AIR DEST PT, PORT LIBERTE DEST PT, MIDTOWN WEST BUS DEST PT, ATLANTIC AVE-BARCLAYS CTR",address
TRN_HUB,"PENN STATION TRN HUB, GCT TRN HUB, PORT AUTH BUS TRN HUB, JAMAICA STATION TRN HUB, SECAUCUS JUNCTION TRN HUB",address
parcel_identifier_number,"4321-02-301, 028-451-992, 5/SP78345",bbl
property_tax_id,"200030689451, 55-1234-005-00-1-0, BE12345_05_001",bbl
unique_property_ref,"75101000AE0054, LOT 7 DP 498765, 60-45-12345",bbl
Universal Property Reference Number,"100010978865, 200004567123, 100909987654",bbl
Cadastral Parcel Identification,"025-443-891, 41298765, 10189-7521",bbl
Land Parcel Lot Number,"Lot 2 on DP813456, Lot 5 on RP704532, Lot 21 on SP189023",bbl
prop_id,"4405-012-034, 100021876543, 015-789-123, 5/SP98765",bbl
parcel_ref,"5022110045, 29172AC0567, 1304-2-88, WN45B/123",bbl
geo_pin,"17-08-401-009-0000, 8472011DF3887C0001WA, GY543210L, T0GR01230000054300000",bbl
assessor_parcel_number,"4321-015-020, 14-22-300-001, R0123456",bbl
unique_property_ref,"100091567890, 200004321098, 100233456789",bbl
global_parcel_id,"025-432-198, Lot 5 on SP123456, 97401-000-AH-0258",bbl
apn,"4281-021-005, 123-45-678, 05-15-302-011, R000012345, 74-10-02-0.00-111.000",bbl
uprn,"100091234587, 200004567890, 100010987654, 100234512345, 200001801234",bbl
pid,"015-814-365, Lot 12 DP 876543, 40123456, 029345678, Lot 5 SP 123456",bbl
United_States_Assessor_Parcel_Number,"5123-011-045, R876543, 210-75-004-A, 13-02-300-019-0000",bbl
Australian_Property_Lot_Plan_Number,"Lot 45 on RP887654, Lot 9 on SP213456, Lot 110 on DP1198765, Lot 2 on GTP108765",bbl
Canadian_Provincial_Parcel_Identifier,"029-487-331, 016-555-987, 005-210-432, 031-800-112",bbl
PropID,"100091456782, L25/SP88765, IE-4C-911-55",bbl
APN_Code,"4321-005-019, 504-88-123B, 13-2215-040-0980",bbl
GeoPID,"025-789-123, 3409871, GRID-11U-4567-9876",bbl
PCL_ID,"435-120-015, 026558191, Lot 5 on RP123456",bbl
TAX_PIN,"19-09-30-201-027-0000, 000 AB 0123, UNKN",bbl
UPRN,"100010978865, A65 F2R5, ASD01-L-3456",bbl
PID,"052348765, 100912340050, 50/SP88765",bbl
APN,"4210-008-015, 04N02W12AB00500, 789.21.543",bbl
PROP_ID,"06164000ZE0198, IE-D12-87B4C, 91543-00-123/005-01",bbl
Universal_Property_Reference_Number,"100091567890, 200001890321, 9051023456, 10024587332",bbl
Assessor_Parcel_Number_Identifier,"5281-023-019, 04-15-08-301-007.000-021, R987654-0123, 123-45-678",bbl
Australian_Lot_Plan_Designation,"Lot 15 on Plan DP119876, Lot 3 on Plan SP88765, Lot 404 on Plan RP754321, Lot 9 on Plan BUP10678",bbl
APN,"541-080-23-00, 29-21-15-5803-001-0060, 05-18-201-029-0000",bbl
Prop_ID,"029-876-543, Lot 2 on SP285145, 765432, 940336214",bbl
UPRN,"200001859811, 75101000AE0042, 120352-005-00123/004, 10094512345",bbl
prcl_id,"5301-011-007, 100091567812, 025-789-123",bbl
prop_ref,"21/SP98765, 330032000AC0258, LOT2DP498711",bbl
tax_lot_id,"3011220089, 093750-002-00123/004, 2938170562",bbl
APN,"5321-017-004, 108-65-199, R734500129",bbl
UPRN,"100040561182, 200001835729, 10091533476",bbl
PID,"025-718-433, 9/SP88432, 456.12.3.789",bbl
PROP_ID,"456-789-012, 100023459876, LOT 15 DP 753123",bbl
PCL_REF,"032-165-498, 2/SP88432, 1806 005 00876/002",bbl
TAX_PIN,"R9876543, 200050678912, 4321 C 0987",bbl
PID,"028-451-987, 019-772-301, 007-654-321, 021-888-999, 012-345-678",bbl
APN,"5231-011-045, 072-150-21, 4458-003-091, 201-102-33, 6039-018-025",bbl
UPRN,"100040123456, 200001876543, 101/SP54321, 5/DP987654, 100908765432",bbl
APN,"5012-021-009, R12345 006789, 23-14-400-008-0000",bbl
PID,"025-111-987, 008-543-210, 017-888-432",bbl
UPRN,"100040567890, 200001876543, 100900345123",bbl
Assessor_Parcel_Number,"4321-050-015, R05678-012-003, 15-22-303-004-0000",bbl
Unique_Property_Reference_Number,"100034567890, 200012345678, 10098765432",bbl
Land_Parcel_Identifier,"025-432-891, 25/SP123456, 5/RP703456",bbl
APN,"501-23-456, 045-870-12-00, 6123-009-043",bbl
UPRN,"100081543210, 200003210987, 10095432109",bbl
PID_NUM,"026-815-992, 008-765-431, 019-543-876",bbl
pointGeometry,"POINT (8.675277 9.081999), POINT (100.992541 15.870032), POINT (-3.703790 40.416775)",point
locationCoordinates,"POINT (-106.346771 56.130366), POINT (-75.015152 -9.189967), POINT (115.860458 -31.950516)",point
mapLocation,"POINT (106.836618 -78.464444), POINT (92.852572 56.010569), POINT (-58.417290 -34.603722)",point
CntrLoc_Pt,"POINT (13.4050 52.5200), POINT (100.5018 13.7563), POINT (144.9631 -37.8136), POINT (-99.1332 19.4326)",point
Ctr_GeoCoords,"POINT (-79.3832 43.6532), POINT (-70.6693 -33.4489), POINT (3.3792 6.5244), POINT (116.4074 39.9042)",point
CL_WKT,"POINT (126.9780 37.5665), POINT (-3.7038 40.4168), POINT (106.8667 -78.4667), POINT (-43.1729 -22.9068)",point
point_geometry,"POINT (-74.0060 40.7128), POINT (139.6917 35.6895), POINT (151.2093 -33.8688)",point
location_coordinate,"POINT (2.3522 48.8566), POINT (-43.1729 -22.9068), POINT (31.2357 30.0444)",point
spatial_wkt_point,"POINT (12.4964 41.9028), POINT (-122.4194 37.7749), POINT (166.6763 -77.8463)",point
location_coordinates,"POINT (139.7525 35.6853), POINT (2.3488 48.8534), POINT (-46.6253 -23.5475), POINT (151.2073 -33.8679), POINT (31.2357 30.0444)",point
geo_location,"POINT (18.4241 -33.9249), POINT (-99.1332 19.4326), POINT (116.3975 39.9075), POINT (-74.0060 40.7128), POINT (166.6682 -77.8463)",point
point_of_interest,"POINT (-58.3816 -34.6037), POINT (-0.1278 51.5074), POINT (77.2167 28.6139), POINT (-77.0369 38.9072), POINT (12.4964 41.9028)",point
WktPnt,"POINT (450123.56 5432109.8), POINT (-1234567.1 345678.901), POINT (15432650.22 -453210.7)",point
GeomPt,"POINT (305421.987 9876543.21), POINT (7890123.45 -2109876.54), POINT (556677.88 443322.11)",point
PtGeom,"POINT (-854321.6 -123987.5), POINT (1029384.75 6098754.3), POINT (18345901.123 234567.89)",point
Service_Counter_Geographic_Coordinates,"POINT (31.2357 30.0444), POINT (-43.1729 -22.9068), POINT (139.6917 35.6895)",point
Point_Of_Sale_Geolocation,"POINT (13.4050 52.5200), POINT (-79.3832 43.6532), POINT (151.2093 -33.8688)",point
Customer_Interaction_Point_Coordinates,"POINT (72.8777 19.0760), POINT (18.4241 -33.9249), POINT (2.3522 48.8566)",point
pointLocation,"POINT (-97.7431 30.2672), POINT (13.4050 52.5200), POINT (151.2093 -33.8688)",point
spatialCoordinate,"POINT (-58.3816 -34.6037), POINT (31.2357 30.0444), POINT (139.6917 35.6895)",point
geoPoint,"POINT (-74.0721 4.7110), POINT (18.4241 -33.9249), POINT (77.216721 28.644800)",point
counterCoordinates,"POINT (139.7595 35.6828), POINT (18.4239 -33.9258), POINT (-58.3816 -34.6037)",point
servicePointLocation,"POINT (151.2093 -33.8688), POINT (166.6667 -77.8500), POINT (2.3522 48.8566)",point
geoPosition,"POINT (-47.8825 -15.7942), POINT (77.2090 28.6139), POINT (-0.1278 51.5074)",point
point_geometry,"POINT (31.235712 30.044420), POINT (-87.629798 41.878114), POINT (126.977969 37.566535), POINT (-77.042793 -12.046374), POINT (13.404954 52.520008)",point
location_wkt,"POINT (144.963058 -37.813628), POINT (100.501765 13.756331), POINT (3.379206 6.524379), POINT (-79.383184 43.653226), POINT (-70.669265 -33.448890)",point
spatial_reference_point,"POINT (37.617300 55.755825), POINT (106.865036 -6.175110), POINT (106.866667 -78.466667), POINT (18.424055 -33.924869), POINT (-99.133209 19.432608)",point
locationPoint,"POINT (2.3488 48.8534), POINT (139.7533 35.6841), POINT (-43.2105 -22.9519)",point
geographicCoordinates,"POINT (151.2152 -33.8568), POINT (-118.4085 33.9416), POINT (31.2458 30.0511)",point
servicePointLocation,"POINT (12.4923 41.8902), POINT (166.6696 -77.8485), POINT (-70.6693 -33.4489)",point
point_geometry,"POINT (489021.56 4385021.88), POINT (305492.11 5938210.45), POINT (-2145321.7 1054328.9)",point
wkt_location,"POINT (765432.98 8543210.12), POINT (450987.34 3298765.76), POINT (550123.65 9210987.54)",point
coordinate_point,"POINT (521098.43 6123456.78), POINT (8976543.21 -4567890.12), POINT (-4509876.54 2109876.54)",point
Cntr_Loc_Pt,"POINT (2.3522 48.8566), POINT (139.6917 35.6895), POINT (-43.1729 -22.9068)",point
Ctr_Geo,"POINT (31.2357 30.0444), POINT (151.2093 -33.8688), POINT (166.6680 -77.8463)",point
Loc_Coords,"POINT (-99.1332 19.4326), POINT (72.8777 19.0760), POINT (12.4964 41.9028)",point
pt_geom,"POINT (139.6917 35.6895), POINT (2.1686 41.3874), POINT (-77.0428 -12.0464)",point
wkt_loc,"POINT (28.2293 -25.7479), POINT (-79.3832 43.6532), POINT (149.1300 -35.2809)",point
geo_pnt,"POINT (100.5018 13.7563), POINT (-58.3816 -34.6037), POINT (18.4241 -33.9249)",point
CounterGeographicCoordinates,"POINT (151.2073 -33.8675), POINT (-46.6394 -23.5558), POINT (13.4051 52.5210)",point
DeviceInstallationPoint,"POINT (31.2357 30.0444), POINT (139.6917 35.6895), POINT (-99.1332 19.4326)",point
PointOfSaleGeospatialLocation,"POINT (-123.1207 49.2827), POINT (36.8219 -1.2921), POINT (166.6682 -77.8463)",point
point_geometry_wkt,"POINT (469315.89 5324907.51), POINT (630084.21 4833438.82), POINT (358156.45 6214589.67)",point
location_point_geom,"POINT (778386.11 9133868.25), POINT (264457.90 3326158.44), POINT (499999.99 4204204.20)",point
spatial_feature_point,"POINT (1850321.75 -8500654.32), POINT (-3548621.50 6781324.90), POINT (250000.00 0.00)",point
asset_location,"POINT (7.4950 9.0578), POINT (139.6917 35.6895), POINT (13.4050 52.5200)",point
gps_coordinates,"POINT (151.2093 -33.8688), POINT (-58.3816 -34.6037), POINT (-99.1332 19.4326)",point
geospatial_marker,"POINT (166.6680 -77.8463), POINT (37.6173 55.7558), POINT (31.2357 30.0444)",point
WellKnownTextGeometry,"POINT (-79.38319 43.65323), POINT (13.40495 52.52001), POINT (77.2167 28.6448), POINT (31.235712 30.044388), POINT (-58.381592 -34.603722)",point
GeographicPointLocation,"POINT (144.963058 -37.813628), POINT (116.407395 39.904211), POINT (-99.133209 19.432608), POINT (37.6173 55.7558), POINT (3.379206 6.524379)",point
SpatialCoordinatePoint,"POINT (-77.042793 -12.046383), POINT (105.35 -80.25), POINT (126.977969 37.566535), POINT (-118.243683 34.052235), POINT (12.496365 41.902782)",point
CounterGeographicCoordinates,"POINT (116.4074 39.9042), POINT (36.8219 -1.2921), POINT (-79.3832 43.6532), POINT (-0.1278 51.5074)",point
DeviceInstallationPoint,"POINT (-77.0428 -12.0464), POINT (37.6173 55.7558), POINT (144.9631 -37.8136), POINT (28.0473 -26.2041)",point
SensorGeospatialPosition,"POINT (-64.0532 -64.7742), POINT (100.5018 13.7563), POINT (13.4050 52.5200), POINT (-47.8825 -15.7942)",point
boundary_polygon,"POLYGON ((-73.9654 40.7829, -73.9640 40.7835, -73.9631 40.7825, -73.9645 40.7815, -73.9654 40.7829)), POLYGON ((151.2154 -33.8641, 151.2195 -33.8641, 151.2195 -33.8687, 151.2154 -33.8687, 151.2154 -33.8641)), POLYGON ((2.3522 48.8566, 2.3550 48.8580, 2.3561 48.8575, 2.3540 48.8550, 2.3515 48.8555, 2.3522 48.8566))",polygon
geospatial_footprint,"POLYGON ((139.7595 35.6812, 139.7598 35.6814, 139.7596 35.6816, 139.7593 35.6814, 139.7595 35.6812)), POLYGON ((-46.6579 -23.5882, -46.6534 -23.5841, -46.6601 -23.5794, -46.6657 -23.5857, -46.6579 -23.5882)), POLYGON ((72.8258 18.9220, 72.8295 18.9245, 72.8280 18.9270, 72.8240 18.9250, 72.8258 18.9220))",polygon
area_shape,"POLYGON ((31.50 -25.00, 32.00 -24.50, 31.80 -23.50, 31.00 -24.00, 31.50 -25.00)), POLYGON ((104.00 51.80, 105.50 52.50, 106.00 52.30, 104.50 51.60, 104.00 51.80)), POLYGON ((-123.3656 48.4284, -124.0532 48.7431, -124.5833 48.5167, -123.5333 48.2000, -123.3656 48.4284))",polygon
location_boundary,"POLYGON ((-0.17 51.51, -0.15 51.51, -0.16 51.50, -0.18 51.50, -0.17 51.51)), POLYGON ((139.69 35.70, 139.71 35.70, 139.71 35.68, 139.69 35.68, 139.69 35.70)), POLYGON ((151.27 -33.89, 151.28 -33.89, 151.28 -33.90, 151.26 -33.90, 151.27 -33.89))",polygon
area_polygon,"POLYGON ((-111.0 45.0, -110.0 45.0, -110.0 44.0, -110.5 44.2, -111.0 44.0, -111.0 45.0)), POLYGON ((-51.0 -30.0, -51.5 -31.0, -52.0 -32.0, -51.2 -31.5, -51.0 -30.0)), POLYGON ((23.5 35.5, 26.5 35.4, 26.2 34.9, 23.7 35.0, 23.5 35.5))",polygon
geographic_footprint,"POLYGON ((31.23 30.05, 31.24 30.05, 31.24 30.04, 31.23 30.04, 31.23 30.05)), POLYGON ((18.3 -33.9, 18.8 -33.9, 18.8 -34.2, 18.4 -34.1, 18.3 -33.9)), POLYGON ((-64.0 47.1, -62.0 46.5, -62.5 46.0, -64.5 46.3, -64.0 47.1))",polygon
GeographicAreaBoundary,"POLYGON ((-73.966 40.781, -73.960 40.781, -73.960 40.778, -73.966 40.778, -73.966 40.781)), POLYGON ((-46.640 -23.550, -46.630 -23.545, -46.625 -23.555, -46.635 -23.560, -46.640 -23.550)), POLYGON ((151.205 -33.865, 151.215 -33.865, 151.215 -33.875, 151.205 -33.875, 151.205 -33.865)), POLYGON ((139.760 35.680, 139.765 35.682, 139.768 35.678, 139.761 35.677, 139.760 35.680)), POLYGON ((31.130 29.975, 31.138 29.976, 31.136 29.971, 31.129 29.972, 31.130 29.975))",polygon
